ID,Word,POS,Oxford 5000 Meanings,Oxford Score,Oxford Status,CLD Meanings,CLD Score,CLD Status,Sam Meanings,Sam Score,Sam Status,Muller AST Meanings,Muller AST Score,Muller AST Status,Muller A4 Meanings,Muller A4 Score,Muller A4 Status,Muller 300k Meanings,Muller 300k Score,Muller 300k Status,Shkolnik Meanings,Shkolnik Score,Shkolnik Status
220,beneficiary,noun,"лицо, поль-зующееся пожертвованиями или бла-годеяниями | главацерковного прихода",7.5,Сбалансирован (хороший),"лицо, к выгоде которого что-либо происходит",5.0,Недостаточен (только 1 значение),,0.0,Отсутствует в словаре,,0.0,Отсутствует в словаре,"лицо, поль зующееся пожертвованиями или бла годеяниями | глава церковного прихода",7.5,Сбалансирован (хороший),"ист | вла де лец бе не фи ция или фе о да | ли цо, поль зу ю ще е ся по жерт во - ва ни я ми или бла го де я ни я ми",8.5,Сбалансирован (хороший),,0.0,Отсутствует в словаре
221,command,"noun, verb","команда, приказ | владение; he has good (или  complete, great) ~ | господство, власть | приказывать | командовать | владеть (собой); сдерживать ( чувЗ ства и  т.  п. )",10.0,Избыточен (сильно перегружен),"командование, руководство | приказ, команда | знание, владение (предметом) | команда | командовать | приказывать",8.4,Сбалансирован (хороший),"приказ, приказание, команда | распоряжение | командование | приказывать | отдавать приказ, приказание | командовать",8.5,Избыточен (сильно перегружен),прика з | кома ндование | прика зывать | кома ндовать | госпо дствовать,5.7,Удовлетворительный,"команда, приказ | владение | умение владеть собои | приказывать | командовать | владеть (собои",9.5,Избыточен (сильно перегружен),"глав ное ко ман до ва ние | при ка - зы вать | ко ман до вать, уп рав - лять | вла деть со бои | гос под ст во вать",5.0,Удовлетворительный,"при каз | командование | командир, вое начальник | приказывать | командовать | господствовать",7.7,Сбалансирован (хороший)
222,boil,"noun, verb","кипение, точка кипе-ния | фурункул, нарыв | кипятить(ся), варить(ся) | кипеть; бурлить | сердить-ся; кипятиться",10.0,Сбалансирован (идеальный порядок),"кипеть, кипятить | варить | нарыв",3.8,Недостаточен (пропущена часть речи),кипение | /кипеть | волнение | кипятить | варить | кипятиться,9.0,Избыточен (сильно перегружен),кипе ть | кипяти ть(ся | вари ть(ся | кипе ть | кипяти ть(ся | вари ть(ся,7.2,Сбалансирован (хороший),"кипение, точка кипе ния | доводить до ки пения | или | кипятить(ся), варить(ся | кипеть | бурлить",9.0,Избыточен (сильно перегружен),"фу рун кул, на рыв | ки пя тить(ся), ва - рить(ся | ки петь | бур лить | вы ки пать | унич то жать",6.2,Удовлетворительный,кипеть | кипятить (ся | варить(ся | коте,5.0,Недостаточен (пропущена часть речи)
223,poor,adjective,"бедный, неимущий, малоимущий | бедный (in — чемЗл.) | низкий, плохой, скверный ( об уроЗ жае; о качестве ) | жалкий, невзрач-ный | несчастный | скудный, жалкий, плохой; ни-чтожный; убогий; a ~ £ 1",10.0,Сбалансирован (идеальный порядок),"бедный | плохой, слабый, скудный | неумелый | бедный, несчастный",10.0,Сбалансирован (идеальный порядок),"собир бедные, беднота | бедныи | неимущии | малоимущии | бедняк | недостаточныи",6.5,Сбалансирован (хороший),бе дныи | ску дныи | жа лкии | плохо и | нева жныи,6.5,Сбалансирован (хороший),бедныи | неимущии | малоимущии | чемл | низкии | плохои,6.5,Избыточен (сильно перегружен),бед ныи | чемли - бо | не иму щии | кре с ть я нин-бед няк | не счаст ныи | бед ня га,6.5,Избыточен (сильно перегружен),бедныи | скуд ныи | жалкии | плохои | не важныи,6.5,Сбалансирован (хороший)
224,migration,noun,миграция; переселение | перелёт (птиц ),10.0,Сбалансирован (хороший),,0.0,Отсутствует в словаре,"миграция, переселение | перетекание (жидкости или газа",9.0,Сбалансирован (хороший),,0.0,Отсутствует в словаре,миграция | переселение | переле | т (птиц,9.0,Сбалансирован (идеальный порядок),ми г - ра ция | пе ре се ле ние | пе ре лет (птиц,7.5,Сбалансирован (хороший),,0.0,Отсутствует в словаре
225,confront,verb,"стоять лицом к лицу; стоять против | противо-стоять; смотреть в лицо  (смерти, опасности ) | столкнуться (with) | делать очную ставку (with) | сопостав-лять, сличать",10.0,Сбалансирован (идеальный порядок),"предъявлять | стоять с угрожающим видом | признавать, смотреть фактам в лицо",10.0,Сбалансирован (хороший),"стоять (на)против | встретиться лицом к лицу | столкнуться | сталкивать | стоять перед альтернативои | противостоять, смотреть в лицо (опасности, смерти",10.0,Сбалансирован (идеальный порядок),стоя ть лицо м к лицу | дать кому -л о чную ста вку,6.5,Сбалансирован (хороший),"стоять лицом к лицу | стоять против | противо стоять | смотреть в лицо (смерти, опасности | столкнуться | ему были предъявлены требования",10.0,Сбалансирован (идеальный порядок),"сто ять ли - цом к ли цу | пе рен | смо т реть в ли цо (смер ти, опас но с ти | дать ко мули бо оч ную став ку | со по с тав лять, сли чать",6.5,Сбалансирован (хороший),стоять лицом к лицу | дать комул | очную ставку,9.0,Сбалансирован (хороший)
226,guitar,noun,гитара,7.5,Удовлетворительный,гитара,7.5,Удовлетворительный,гитара,7.5,Удовлетворительный,гита ра,6.0,Удовлетворительный,гитара,7.5,Удовлетворительный,ги та ра,6.0,Удовлетворительный,,0.0,Отсутствует в словаре
227,equipment,noun,"оборудо-вание; оснащение; арматура | (часЗ то pl )   материальная часть; боевая техника | ж. Чд. подвижной состав | оборудование, оснащение необходимым оборудованием",10.0,Сбалансирован (идеальный порядок),"оборудование, оснащение",5.0,Недостаточен (только 1 значение),оборудование | снаряжение | оснащение оборудованием,9.0,Сбалансирован (хороший),обору дование | снаряже ние | обмундирова ние,6.5,Сбалансирован (хороший),оборудо вание | оснащение | арматура | час то | материальная часть | боевая техника,10.0,Сбалансирован (идеальный порядок),"сна ря же - ние, эки пи ров ка",3.5,Недостаточен (только 1 значение),,0.0,Отсутствует в словаре
228,entry,noun,"вход, въезд | вступ-ление (в организацию и  т.  п.); вхо-ждение; вторжение | выход актёра на сцену | торжественный выход (короля и  т.  п.) | право на вход, въезд | вход; дверь, ворота; проход",10.0,Избыточен (сильно перегружен),"вход, въезд | вступление, поступление | работа участника конкурса | статья, запись | занесение (информации в компьютер)",10.0,Сбалансирован (идеальный порядок),"дверь, ворота | передняя | вестибюль | холл | вход | въезд",6.5,Избыточен (сильно перегружен),вход | вступле ние | за пись,8.0,Сбалансирован (хороший),"вход, въезд | вход (или въезд) запреще | вступ ление (в организацию и т | вхо ждение | вторжение | вторжение в террито риальные воды (страны",10.0,Избыточен (сильно перегружен),вступ ле ние | въезд | порт на зна че ния | пе рен | при ют | убе жи ще,9.0,Сбалансирован (идеальный порядок),вход | вступ ление | запись,10.0,Сбалансирован (хороший)
229,taxi,"noun, verb",такси | ехать на такси | везтина такси | рулить,10.0,Сбалансирован (идеальный порядок),такси,5.0,Недостаточен (пропущена часть речи),такси | вызвать такси,7.5,Сбалансирован (хороший),такси,5.0,Недостаточен (пропущена часть речи),такси | дансинг с профессиональны ми партне | ршами или партне | ехать на такси | везти на такси | рулить,9.0,Сбалансирован (идеальный порядок),так си | ехать или вез ти на так си | ру лить,7.4,Сбалансирован (хороший),такси,5.0,Недостаточен (пропущена часть речи)
230,remind,verb,напоминать (of),7.5,Удовлетворительный,напоминать,7.5,Удовлетворительный,"напоминать, делать напоминание | напоминать | быть похожим",9.0,Сбалансирован (хороший),напомина ть,6.0,Удовлетворительный,"напоминать | он напомина ет мне своего брата | пожалуи | ста, на помни мне, что нужно ответить на то письмо",8.0,Сбалансирован (хороший),на по ми нать,6.0,Удовлетворительный,напоминать,7.5,Удовлетворительный
231,decline,"noun, verb","падение, упа-док, спад; б) на ущербе, на склоне | ухудшение (здоровья,  жизненноЗ го уровня  и т.  п.) | конец, закат (жизни,  дня ) | приходить в упадок; ухуд-шаться ( о здоровье,  жизненном уровне  и т.  п.) | отклонять (предЗ ложения  и т.  п.); отказывать(ся) | наклонять, склонять",10.0,Сбалансирован (идеальный порядок),"понижение, падение | отклонять, отказываться | идти на убыль",4.0,Недостаточен (пропущена часть речи),упадок | упадок Римскои | империи | уменьшаться | цены падают | ухудшаться,6.4,Избыточен (сильно перегружен),"упа док, паде ние | отклоня ть | отка зывать(ся | склоня ть",5.7,Удовлетворительный,"падение, упа док, спад | спад деловои | активности | приходить в упадок | ухуд шаться (о здоровье, жизненном уровне и т | отклонять (пред ложения и т",9.5,Избыточен (сильно перегружен),"па де ние, упа док | кло нить ся, на кло нять ся | пре - клон ные го ды | при хо дить в упа док | ухуд шать ся (о здо ро вье | умень шать ся, ид ти на убыль",5.7,Удовлетворительный,откло нять | отказывать(ся | склонять | откло нять | отказывать(ся | склонять,7.4,Сбалансирован (хороший)
232,employee,noun,служащий; ра-ботающий по найму,3.5,Удовлетворительный,служащий,7.5,Удовлетворительный,"рабочии | служащии | работающии | по наи | му | работник, занятыи",6.5,Сбалансирован (хороший),слу жащии,6.0,Удовлетворительный,служащии | ра ботающии | по наи | му | число занятых,6.5,Сбалансирован (хороший),слу жа щии | ра бо та ю щии | по наи | му,6.5,Сбалансирован (хороший),служа щии,6.0,Удовлетворительный
233,romance,"noun, adjective, verb","собир.  ро-манские языки | романти-ка | романтический эпизод, любов-ная история | преувеличивать; приукраши-вать действительность | выдумы-вать, фантазировать, сочинять | уха-живать (за кем-л.)",10.0,Сбалансирован (идеальный порядок),"роман, любовная связь | любовный роман | романтика",3.2,Недостаточен (пропущена часть речи),"романские языки | роман, любовная связь | романтика | преувеличивать, приукрашивать деи | ствительность | предаваться мечтам, фантазировать",8.5,Сбалансирован (идеальный порядок),,0.0,Отсутствует в словаре,собир | ро манские языки | романти ка | преувеличивать | приукраши вать деи | ствительность,9.5,Избыточен (сильно перегружен),со бир | ро ман ские язы ки | ры цар - скии | пре уве ли чи вать | при укра ши вать деи | ст ви тель ность,7.7,Избыточен (сильно перегружен),,0.0,Отсутствует в словаре
234,halfway,adjective,лежащий на полпути,7.5,Удовлетворительный,"на полпути, в середине срока",7.5,Удовлетворительный,"лежащии | на полпути | до некоторои | степени | почти, наполовину",7.5,Сбалансирован (хороший),лежа щии | на полпути,8.5,Сбалансирован (хороший),лежащии | на полпути | а) гостиница на полпути | б) компромисс | наполовину | частично,8.5,Сбалансирован (идеальный порядок),,0.0,Отсутствует в словаре,,0.0,Отсутствует в словаре
235,capture,"noun, verb",поимка; за-хват | добыча | приз | захватывать силой; брать в плен | информ. захватывать | схватывать сходство ( о художнике ),10.0,Сбалансирован (идеальный порядок),"захватывать в плен | захватывать | завоевывать | передавать, показывать | взятие в плен | захват, взятие силой",7.4,Сбалансирован (хороший),"взять в плен | захватить, взять (силои | пои | взять в плен | захватить, взять (силои | пои",7.2,Сбалансирован (хороший),захва т | захва тывать,3.6,Удовлетворительный,"поимка | за хват | добыча | захватывать силои | брать в плен | трофеи, трофеи",9.5,Избыточен (сильно перегружен),"по им ка | за - хват | до бы ча | за хва ты вать си - лои | брать в плен | тро феи, тро феи",7.6,Сбалансирован (хороший),захват | захваты вать,3.6,Удовлетворительный
236,region,noun,"страна; край; об-ласть; округа; перен.  сфера, область; б) в сфере, в области | район (страны ) | по-лость, часть тела | слой ( атмоЗ сферы )",10.0,Сбалансирован (идеальный порядок),"регион, область, район | область",7.5,Сбалансирован (хороший),"раи | он (страны | область, раи | он, зона | краи | страна",8.5,Сбалансирован (идеальный порядок),о бласть | сфе ра,5.0,Удовлетворительный,"страна | краи | об ласть | округа | сфера, область | поблизости",9.0,Сбалансирован (идеальный порядок),стра на | краи | об ласть | ок ру га | раи | он (го ро да,7.5,Сбалансирован (хороший),область | сфера,7.5,Сбалансирован (хороший)
237,till,"preposition, conjunction, noun, verb","денежный ящик, касса (в магазине  или  банке ) | геол. тилл; валунная глина | возделывать землю, па-хать | до | до, не раньше | пока  (не)",10.0,Сбалансирован (идеальный порядок),до | касса,3.5,Недостаточен (пропущена часть речи),"денежныи | ящик, касса | до | до понедельника | до, не раньше | он не писал нам до прошлои",6.7,Сбалансирован (хороший),"до | до  пор пока , пока не | я не ля гу спать, пока ты не приде | шь",6.0,Недостаточен (пропущена часть речи),"денежныи | ящик, касса (в магазине или банке | геол | возделывать землю, па хать | до | до  пор",9.2,Сбалансирован (идеальный порядок),"де неж ныи | ящик, кас са (в при лав ке | воз де лы вать зем лю, па хать | до | до сих () пор | до  пор) по ка",9.2,Сбалансирован (идеальный порядок),"до | до  пор пока, пока не | я не лягу спать, пока ты не приде | шь",6.0,Недостаточен (пропущена часть речи)
238,comedy,noun,"комедия | за-бавное событие, комичный случай",7.5,Сбалансирован (хороший),комедия,5.0,Недостаточен (только 1 значение),комедия | комичныи | случаи | комизм | комичность,8.0,Сбалансирован (хороший),коме дия,3.5,Недостаточен (только 1 значение),"комедия | за бавное событие, комичныи | случаи",9.0,Сбалансирован (хороший),"ко ме дия | за бав ное со бы - тие, ко мич ныи | слу чаи",6.5,Сбалансирован (хороший),комедия,5.0,Недостаточен (только 1 значение)
239,beauty,noun,красота | пре-лесть (часто   ) | краса-вица,10.0,Сбалансирован (хороший),красота | лучший образец | красавица,10.0,Сбалансирован (хороший),красота | прекрасное | красавица | привлекательная черта,9.0,Сбалансирован (идеальный порядок),красота | краса вица,7.5,Сбалансирован (хороший),"красота | пре лесть (часто ирон | в этомто вся прелесть | хорош ты, нечего сказать | краса вица | или",9.0,Избыточен (сильно перегружен),кра со та | кра са ви ца | пре лесть,7.5,Сбалансирован (хороший),красота | красавица,7.5,Сбалансирован (хороший)
240,terrain,noun,"местность, терри-тория | физические особенно-сти местности; топография | attr. земной",10.0,Сбалансирован (хороший),местность,5.0,Недостаточен (только 1 значение),,0.0,Отсутствует в словаре,,0.0,Отсутствует в словаре,"местность, терри тория | раи | он на ступления | физические особенно сти местности | топография | земнои",8.0,Сбалансирован (хороший),"ме ст ность, тер - ри то рия | поч ва, грунт",5.0,Удовлетворительный,,0.0,Отсутствует в словаре
241,aged,adjective,"старый, престарелый | в возрасте (стольких-то лет)",7.5,Сбалансирован (хороший),"-летний, в возрасте стольких-то лет | старый, престарелый",7.5,Сбалансирован (хороший),престарелыи | в возрасте | шести лет | выдержанныи | выдержанное вино,8.5,Сбалансирован (идеальный порядок),престаре лыи,3.5,Недостаточен (только 1 значение),"от | достигшии | такогото возраста, в возрасте такихто лет | десяти лет | старыи | пожилои",6.0,Удовлетворительный,ста рыи | до стиг - шии | та ко гото) воз ра с та | де ся ти лет,6.5,Сбалансирован (хороший),престарелыи,3.5,Недостаточен (только 1 значение)
242,club,"noun, verb","дубинка | клюшка; бита; булава | приклад (ружья ) | бить (дубиной,  прикладом ) | собираться вместе | устраи-вать складчину (together, with)",10.0,Сбалансирован (идеальный порядок),клуб | клюшка (для гольфа) | дубинка | ночной клуб | ударять дубинкой,6.7,Сбалансирован (хороший),дубинка | булава | клюшка | бить (дубинкои | прикладом | собираться вместе,10.0,Сбалансирован (идеальный порядок),клуб | дуби нка | клю шка,3.2,Недостаточен (пропущена часть речи),дубинка | клюшка | бита | бить (дубинои | прикладом | собираться вместе,10.0,Избыточен (сильно перегружен),"ду бин ка | клюш ка | би та | бить (ду бин кои | при кла дом | со би рать ся вме с те, ус т ра - и вать склад чи ну",7.7,Сбалансирован (хороший),клуб | дубинка | клюшка,4.2,Недостаточен (пропущена часть речи)
243,gathering,noun,собирание; комплектование | собрание; сборище; встреча; скоп-ление | с.Чх. уборка (хлеба  или  се-на ); уборочный сезон | на-гноение; нарыв | сборки,10.0,Сбалансирован (идеальный порядок),"встреча, собрание",5.0,Недостаточен (только 1 значение),собирание | сбор | сбор данных | собрание | сборище | встреча,8.0,Сбалансирован (хороший),,0.0,Отсутствует в словаре,от | собирание | комплектование | собрание | сборище | встреча,7.0,Сбалансирован (хороший),"со би ра - ние | ком плек то ва ние | со бра - ние, сбо ри ще | скоп ле ние | на гно е ние | на рыв",6.5,Сбалансирован (хороший),,0.0,Отсутствует в словаре
244,domestic,"adjective, noun","домаш-ний; семейный | внутренний; отече-ственный | домашний, ручной (о животных ) | домоседливый, любящий семейную жизнь | прислуга | pl товары отече-ственного производства",10.0,Сбалансирован (идеальный порядок),"домашний, семейный | внутренний | домашний",10.0,Сбалансирован (хороший),"слуга, прислуга | товары отечественного производства | внутреннии | отечественныи | экономическая активность внутри страны | внутренние дела",6.5,Сбалансирован (хороший),дома шнии | вну треннии,5.0,Удовлетворительный,домаш нии | семеи | ныи | домовод ство | предметы домаш него обихода | внутреннии,8.0,Избыточен (сильно перегружен),до - маш нии | се меи | ныи | лю бя щии | ную жизнь | вну т рен нии,6.5,Сбалансирован (хороший),домаш нии | внутреннии,6.5,Сбалансирован (хороший)
245,powerful,adjective,"сильный, могу-чий, мощный | могущественный, влиятельный | сильнодействующий | веский; значительный | яркий ( о речи,  описаЗ нии )",10.0,Сбалансирован (идеальный порядок),"влиятельный | мощный | яркий, сильный",10.0,Сбалансирован (хороший),сильныи | мощныи | могучии | сильнодеи | ствующии | веские доказательства,6.5,Сбалансирован (хороший),могу щественныи | си льныи | мо щныи,8.0,Сбалансирован (хороший),сильныи | могу чии | мощныи | могущественныи | влиятельныи | сильнодеи,7.5,Сбалансирован (хороший),мощ ныи | мо гу ще ст вен ныи | силь ныи | силь но - деи | ст ву ю щии | вли я тель ныи,6.5,Сбалансирован (хороший),,0.0,Отсутствует в словаре
246,shore,"noun, verb","берег (моря,  озера ); ближе к берегу | подпорка, опора; подкос; крепление | от  shear 2 | подпирать; оказывать поддерж-ку (обыкн.  ~ up)",9.5,Сбалансирован (идеальный порядок),берег,2.5,Недостаточен (пропущена часть речи),"берег | побережье | на берегу, на суше | подпирать, поддерживать, крепить | на некотором расстоянии от берега | вблизи берега",9.5,Сбалансирован (идеальный порядок),бе рег,1.8,Недостаточен (пропущена часть речи),"берег (моря, озера | на берегу, на суше | у берега | подпирать | оказывать поддерж ку (обыкн | от",9.0,Сбалансирован (идеальный порядок),"бе рег | на бе ре гу | под пор ка, опо ра, под кос | под пи рать (обыкн | от | креп ле ние",7.7,Сбалансирован (хороший),берег,2.5,Недостаточен (пропущена часть речи)
247,sexy,adjective,"сексуальный; чувствен-ный, эротический",7.5,Удовлетворительный,сексуальный,7.5,Удовлетворительный,повышенно сексуальныи | эротичныи | эротическии | фильм,6.5,Сбалансирован (хороший),сексуа льныи,6.0,Удовлетворительный,сексуальныи | чувствен ныи | эротическии,7.5,Сбалансирован (хороший),сек су аль ныи | чув - ст вен ныи,7.5,Сбалансирован (хороший),сексуальныи,6.0,Удовлетворительный
248,fellow,noun,"человек; па-рень | презр.  тип | то-варищ, собрат | парная вещь; пара | ровесник, сверстник | (обыкн.  F.) член совец та колледжа; стипендиат, занимаю-щийся исследовательской работой",10.0,Сбалансирован (идеальный порядок),"парень, малый | научный сотрудник колледжа или университета | член научного общества",10.0,Сбалансирован (хороший),"человек, парень, малыи | старина, дружище | бедняга | презр тип | товарищ, собрат | товарищ по несчастью",8.0,Сбалансирован (хороший),"па рень | дружи ще, старина | бедня га | това рищ, собра т | член уче | ного о бщества",8.0,Сбалансирован (хороший),человек | па рень | славныи | малыи | дорогои | мои,9.0,Избыточен (сильно перегружен),"то ва рищ, со брат | со граж да нин | ближ нии | то ва рищ по не сча с тью | пар ная вещь | че ло век",6.5,Избыточен (сильно перегружен),"парень | дружище, старина | бедняга | товарищ, собрат | член уче | ного общества",8.0,Сбалансирован (хороший)
249,poisonous,adjective,"ядовитый | отвратительный, противный poisonпpen letter [ /G06p/G14/G05zn/G02penlet/G04] n анонимное оскорбительное и т. п. письмо",7.5,Сбалансирован (хороший),ядовитый,5.0,Недостаточен (только 1 значение),ядовитыи | ядовитое растение | вредныи | губительныи | злои | злонамеренныи,6.5,Сбалансирован (хороший),ядови тыи,3.5,Недостаточен (только 1 значение),ядовитыи | отвратительныи | противныи,6.5,Сбалансирован (хороший),ядо - ви тыи | от - вра ти тель ныи | про тив ныи,6.5,Сбалансирован (хороший),,0.0,Отсутствует в словаре
250,blast,noun,"сильный порыв вет-ра | поток воздуха | взрыв | звук (духового инструмента ) | взрывная волна | строгий выговор, разнос",10.0,Сбалансирован (идеальный порядок),"взрыв | порыв, поток | резкий звук | класс! блеск! | орать | пробивать, ударять",10.0,Сбалансирован (идеальный порядок),"взрыв | взрывная волна | поток (воздуха и т п | гудок, сирена | проклятие | сленг приятное событие",9.0,Избыточен (сильно перегружен),поры в ве тра | взрыв | взрыва ть,7.5,Сбалансирован (хороший),сильныи | порыв вет ра | поток воздуха | взрыв | звук (духового инструмента | взрывная волна,8.5,Избыточен (сильно перегружен),силь ныи | по рыв ве т ра | по ток воз ду ха | фор си ро ван ная тя га | ду тье | ра бо тать пол ным хо дом,6.5,Избыточен (сильно перегружен),порыв вет ра | взрыв | взрывать,9.0,Сбалансирован (хороший)
251,divide,noun,"граница, линия раздела | водораздел | разде-ление; делёж",10.0,Сбалансирован (хороший),"разделять(ся) | делить, разделять | делить (в математике) | расходиться во мнениях",10.0,Сбалансирован (идеальный порядок),"делить(ся), разделять(ся | разбиваться на части | разделить имущество между наследниками | они разделили деньги поровну | здесь дорога разветвляется | расходиться во мнениях",8.0,Сбалансирован (хороший),дели ть(ся | разделя ть(ся,5.0,Удовлетворительный,"граница, линия раздела | водораздел | разде ление | деле | а) пере вал в Скалистых горах | б) смерть",10.0,Избыточен (сильно перегружен),"де лить(ся | раз де лять(ся | под раз де лять | дро - бить | гра ду и ро вать, на но сить де - ле ния (на шка лу",6.5,Сбалансирован (хороший),делить(ся | разделять(ся,7.5,Сбалансирован (хороший)
252,overnight,"adjective, adverb","ночной, продолжающийся всю ночь | про-исходивший накануне вечером или ночью | с вечера (и всю ночь); всю ночь | быстро, скоро; вдруг, неожиданно",10.0,Сбалансирован (идеальный порядок),"на ночь, ночью | мгновенно, сразу",7.5,Сбалансирован (хороший),планируемыи | на одну ночь | пропуск на одну ночь | происходившии | накануне вечером или ночью | ноче,8.5,Избыточен (сильно перегружен),,0.0,Отсутствует в словаре,ночнои | продолжающии | ся всю ночь | ночное путешествие | про исходившии | накануне вечером или ночью,7.5,Сбалансирован (хороший),на ка - ну не ве че ром | с ве че ра (и всю ночь | но че вать | ам | сра зу | про ис хо див шии,7.5,Сбалансирован (хороший),,0.0,Отсутствует в словаре
253,abuse,"verb, noun","злоупотребление | неправильное употребление | оскорбление | злоупотреблять | оскорблять, ругать | поносить, бесчестить",10.0,Сбалансирован (идеальный порядок),"злоупотребление | насилие, жестокое обращение | ругань, брань | совершать насилие, жестоко обращаться | злоупотреблять | оскорблять",8.2,Сбалансирован (хороший),неправильное употребление или (ис)пользование | загрязнение окружающеи | среды | злоупотреблять | злоупотреблять своеи | властью,8.5,Избыточен (сильно перегружен),злоупотребле ние | ру гань | зло употребля ть | руга ть,5.0,Удовлетворительный,злоупотреб ление | злоупотребление нар котиками | оскорбление | злоупотреблять | нарушать права человека | оскорблять,8.7,Сбалансирован (идеальный порядок),"зло - упо треб ле ние | не пра виль ное упо треб ле ние | ос кор б ле ние | зло упо треб лять | ос корб лять, ру гать | по но сить, бес че с тить",6.4,Удовлетворительный,злоупотребление | ру гань | злоупот реблять | ругать,6.2,Удовлетворительный
254,percentage,noun,"процент; процентное отношение; процентное содержание; процентное отчисление | часть, доля; количество",7.5,Сбалансирован (хороший),процент,5.0,Недостаточен (только 1 значение),"процентное содержание | процент | процентное отношение | часть, доля | количество | небольшая часть населения",10.0,Сбалансирован (идеальный порядок),,0.0,Отсутствует в словаре,"процент | процентное отношение | процентное содержание | процентное отчисление | часть, доля | количество",10.0,Сбалансирован (идеальный порядок),"про - цент | про цент ное от но ше ние | часть, до ля | ко ли че ст во",7.5,Сбалансирован (хороший),,0.0,Отсутствует в словаре
255,human,"adjective, noun","человеческий, людской | свойственный человеку | человек, человеческое существо; смертный",10.0,Сбалансирован (хороший),человеческий | человек,7.5,Сбалансирован (хороший),"человеческии | человечии | взаимоотношения между членами общества | человечество, род человеческии",6.5,Сбалансирован (хороший),челове ческии,3.5,Недостаточен (только 1 значение),"человеческии | людскои | род | человеческая природа, натура | права человека | свои",6.5,Сбалансирован (хороший),че ло ве че - с кии | свои | ст вен ныи | че ло ве ку | че ло век (пре - им | шутл,6.5,Сбалансирован (хороший),человече скии,3.5,Недостаточен (только 1 значение)
256,respond,verb,"отвечать | делать в ответ, отвечать | реа-гировать, отзываться (to)",10.0,Сбалансирован (хороший),"отвечать, реагировать | поддаваться (лечению)",7.5,Сбалансирован (хороший),"отвечать, делать в ответ | реагировать, отзываться",7.5,Сбалансирован (хороший),отвеча ть | отзыва ться,5.0,Удовлетворительный,"отвечать | делать в ответ, отвечать | нанести ответныи | удар | реа гировать, отзываться | отзываться на доброту",9.0,Сбалансирован (идеальный порядок),"от ве чать | ре а ги ро вать, от - зы вать ся | от - зы вать ся на до б ро ту",6.5,Сбалансирован (хороший),отвечать | отзываться,7.5,Сбалансирован (хороший)
257,instant,"noun, adjective","мгновение, момент | немедленный; безотлагатель-ный | растворимый ( кофе,  чай  и т.  п.) | не требующий длительного при-готовления | настоятельный | текущий, текущего месяца",10.0,Сбалансирован (идеальный порядок),"мгновенный, немедленный | быстрорастворимый | мгновение, минута",10.0,Сбалансирован (хороший),"мгновение, минута | немедленныи | незамедлительныи | мгновенныи | я тотчас же почувствовал облегчение | непосредственныи",8.0,Сбалансирован (хороший),мгнове ние | сеи | ча с же,6.5,Сбалансирован (хороший),"мгновение, момент | в (э)тот са мыи | момент | как только | как только вы позове | те",9.0,Избыточен (сильно перегружен),на стоя тель ныи | не  лен ныи | бе зот ла га тель ныи | эк | те ку щии | бы с т ро ра с тво ри мыи,6.5,Сбалансирован (хороший),"мгновение | сеи | час же | не медленно, сеи",8.0,Сбалансирован (хороший)
258,prospect,"noun, verb","вид | перспектива, надежда | предполагаемый клиент | исследовать | делать изыскания | разведывать",10.0,Сбалансирован (идеальный порядок),"шанс, надежда | перспектива",3.8,Недостаточен (пропущена часть речи),"часто | перспектива | виды, планы на будущее | исследовать | делать изыскания | разведывать",8.8,Сбалансирован (идеальный порядок),перспекти ва | вид | разве дывать (земные недра,4.8,Удовлетворительный,"часто | перспектива | виды, планы на буду щее | исследовать | де лать изыскания | разведывать",8.8,Избыточен (сильно перегружен),"вид | пер спек ти ва, на деж да | от кры вать пер спек ти ву, бу дущ ность | на чи нать(ся",5.7,Недостаточен (пропущена часть речи),перспектива | вид | разведывать (зем ные недра,6.3,Удовлетворительный
